text,target,num_characters,num_words,num_sentences
Lol I would but my mom would have a fit and tell the whole family how crazy and terrible I am,0,73,21,1
"I just got home babe, are you still awake ?",0,34,11,1
I dunno they close oredi not... ÌÏ v ma fan...,0,37,12,1
Just buy a pizza. Meat lovers or supreme. U get to pick.,0,45,15,3
"Ya, told..she was asking wats matter?",0,32,10,1
"Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!",0,107,25,1
FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,1,130,30,2
Shall i send that exe to your mail id.,0,30,10,1
Nope watching tv at home... Not going out. V bored...,0,44,13,2
Don know..wait i will check it.,0,26,9,1
"Good afternoon on this glorious anniversary day, my sweet J !! I hope this finds you happy and content, my Prey. I think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... You Cougar-Pen",0,183,46,4
Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18,1,132,29,4
We still on for tonight?,0,20,6,1
May i call You later Pls,0,19,6,1
Hasn't that been the pattern recently crap weekends?,0,45,10,1
I have a sore throat. It's scratches when I talk,0,39,12,2
Yes da. Any plm at ur office,0,22,8,2
Are you not around or just still asleep? :V,0,35,11,2
"Lol you forgot it eh ? Yes, I'll bring it in babe",0,38,14,2
"Its good, we'll find a way",0,21,8,1
Can not use foreign stamps in this country. Good lecture .,0,48,12,2
Yup bathe liao...,0,15,4,1
HAPPY NEW YEAR MY NO.1 MAN,0,21,6,1
"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!",0,102,36,5
ZOE IT JUST HIT ME 2 IM FUCKING SHITIN MYSELF IL DEFO TRY MY HARDEST 2 CUM 2MOROW LUV U MILLIONS LEKDOG,0,82,22,1
"Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*",0,125,37,5
"No my blankets are sufficient, thx",0,29,7,1
"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt",0,107,30,1
"Edison has rightly said, \A fool can ask more questions than a wise man can answer\"" Now you know why all of us are speechless during ViVa.. GM",0,116,31,1
They just talking thats it de. They wont any other.,0,42,12,2
Today am going to college so am not able to atten the class.,0,48,14,1
I'm in class. Will holla later,0,25,8,2
Mmm thats better now i got a roast down me! iåÕd b better if i had a few drinks down me 2! Good indian?,0,80,27,3
"We know someone who you know that fancies you. Call 09058097218 to find out who. POBox 6, LS15HB 150p",1,83,22,3
"Come round, it's . ",0,15,6,1
"Do 1 thing! Change that sentence into: \Because i want 2 concentrate in my educational career im leaving here..\""""",0,96,25,2
"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!",1,82,27,2
I walked an hour 2 c u! doesnåÕt that show I care y wont u believe im serious?,0,61,20,2
18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,1,111,28,3
Are you available for soiree on June 3rd?,0,34,9,1
Do u noe wat time e place dat sells 4d closes?,0,36,12,1
"I got another job! The one at the hospital doing data analysis or something, starts on monday! Not sure when my thesis will got finished",0,112,28,3
Jay's getting really impatient and belligerent,0,41,7,1
HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.,0,123,39,4
I'm at work. Please call,0,20,7,2
Then u drive lor.,0,14,5,1
Ard 515 like dat. Y?,0,16,7,2
Tell me they're female :V how're you throwing in? We're deciding what all to get now,0,69,21,2
EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN å£100 Cash WKENT/150P16+,1,123,33,3
I'm working technical support :)voice process.networking field.,0,57,11,1
I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.,0,126,31,1
Ok. Not sure what time tho as not sure if can get to library before class. Will try. See you at some point! Have good eve.,0,97,30,4
We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150,1,118,28,3
"That's fine, I'll bitch at you about it later then",0,41,13,1
No my mum went 2 dentist.,0,20,7,1
Once free call me sir. I am waiting for you.,0,35,12,2
Meeting u is my work. . . Tel me when shall i do my work tomorrow,0,50,17,4
Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,1,110,28,4
Jus finish bathing...,0,19,4,1
"alright, I'll make sure the car is back tonight",0,39,11,1
URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only,1,131,31,5
Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688,1,73,21,3
Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are gettin. And one thinks shes obese. Oyea.,0,111,29,4
Aight ill get on fb in a couple minutes,0,31,9,1
Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.,0,67,23,6
Where can download clear movies. Dvd copies.,0,38,9,2
"Yep, by the pretty sculpture",0,24,6,1
Convey my regards to him,0,20,5,1
Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI,0,55,14,3
You tell what happen dont behave like this to me. Ok no need to say,0,53,16,2
Can u get pic msgs to your phone?,0,26,9,1
Send to someone else :-),0,20,7,1
Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,0,94,29,2
For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..,0,740,175,1
"FR'NDSHIP is like a needle of a clock. Though V r in d same clock, V r nt able 2 met. Evn if V meet,itz only 4few seconds. Bt V alwys stay conected. Gud 9t;-)",0,124,45,5
I don't think he has spatula hands!,0,29,9,1
You can never do NOTHING,0,20,5,1
You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p på£3.99,1,129,32,9
Goodmorning today i am late for  &lt;DECIMAL&gt; min.,0,45,15,1
WIN URGENT! Your mobile number has been awarded with a å£2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm ,1,123,26,3
Please da call me any mistake from my side sorry da. Pls da goto doctor.,0,58,17,2
Where r we meeting?,0,16,5,1
"Well the weather in cali's great. But its complexities are great. You need a car to move freely, its taxes are outrageous. But all in all its a great place. The sad part is i missing home.",0,152,44,5
Now only i reached home. . . I am very tired now. . I will come tomorro,0,55,19,6
Ryder unsold.now gibbs.,0,21,4,1
Dear Subscriber ur draw 4 å£100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 80062,1,117,28,3
Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay.,0,132,36,4
NO GIFTS!! You trying to get me to throw myself off a cliff or something?,0,59,18,2
Been up to ne thing interesting. Did you have a good birthday? When are u wrking nxt? I started uni today.,0,86,25,4
You busy or can I come by at some point and figure out what we're doing tomorrow,0,64,18,1
"Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary",0,87,22,1
Black shirt n blue jeans... I thk i c Ì_...,0,34,12,2
Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone.,0,55,16,2
Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you,1,135,29,3
on hen night. Going with a swing,0,26,8,2
"Good afternoon, my love. How goes your day ? What are you up to ? I woke early and am online waiting for you ... Hmmm ... Italian boy is online I see . *grins*",0,125,39,5
From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke,0,113,29,1
No you'll just get a headache trying to figure it out. U can trust me to do the math. I promise. O:-),0,80,29,4
S s..first time..dhoni rocks...,0,28,9,1
Ok ill tell the company,0,19,5,1
"Awesome, think we can get an 8th at usf some time tonight?",0,47,14,1
So that means you still think of teju,0,30,8,1
"No I'm good for the movie, is it ok if I leave in an hourish?",0,47,18,1
No no:)this is kallis home ground.amla home town is durban:),0,51,15,1
So lets make it saturday or monday as per convenience.,0,45,11,1
Hey... What time is your driving on fri? We go for evaluation on fri?,0,56,17,2
"449050000301 You have won a å£2,000 price! To claim, call 09050000301.",1,60,14,2
I'm going 4 lunch now wif my family then aft dat i go str 2 orchard lor.,0,56,19,1
"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16",1,130,32,3
Cancel cheyyamo?and get some money back?,0,35,9,1
Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow,1,125,29,1
Ok.ok ok..then..whats ur todays plan,0,32,9,1
Good morning princess! How are you?,0,30,8,2
Aiyar sorry lor forgot 2 tell u...,0,28,8,1
For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p,1,127,34,3
Not tonight mate. Catching up on some sleep. This is my new number by the way. ,0,63,19,3
"Height of \Oh shit....!!\"" situation: A guy throws a luv letter on a gal but falls on her brothers head whos a gay",0,92,29,2
Ur HMV Quiz cash-balance is currently å£500 - to maximize ur cash-in now send HMV1 to 86688 only 150p/msg,1,87,19,1
"So check your errors and if you had difficulties, do correction.",0,54,13,1
Howz pain?hope u r fine..,0,21,8,1
U wake up already? Thanx 4 e tau sar piah it's quite nice.,0,46,16,2
K do I need a login or anything,0,24,8,1
Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.,1,102,21,2
LOL ... No just was busy,0,19,6,1
What * u wearing?,0,14,5,1
Oh:)as usual vijay film or its different?,0,35,11,1
I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,1,131,36,5
Have you had a good day? Mine was really busy are you up to much tomorrow night?,0,64,19,2
And is there a way you can send shade's stuff to her. And she has been wonderful too.,0,68,21,2
Really... I tot ur paper ended long ago... But wat u copied jus now got use? U happy lar... I still haf 2 study :-(,0,91,31,5
"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832",1,98,21,3
Babe ? I lost you ... :-(,0,19,9,2
Ok... Help me ask if she's working tmr a not?,0,36,13,1
I'm not driving... Raining! Then i'll get caught at e mrt station lor.,0,58,18,2
Not a drop in the tank,0,17,6,1
(That said can you text him one more time?),0,35,12,1
Ok i go change also...,0,18,6,1
1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(å£1.50p. m),1,111,37,4
Did u find a sitter for kaitlyn? I was sick and slept all day yesterday.,0,58,17,2
"Sorry man, accidentally left my phone on silent last night and didn't check it til I got up",0,74,20,1
Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee,0,57,17,2
He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment,0,115,31,4
Hey! There's veggie pizza... :/,0,27,9,2
Yun buying... But school got offer 2000 plus only...,0,44,11,2
You sure your neighbors didnt pick it up,0,33,8,1
K. I will sent it again,0,18,6,1
Well. Im computerless. Time to make some oreo truffles,0,46,11,3
"Haha yeah I see that now, be there in a sec",0,33,12,1
I am not having her number sir,0,24,7,1
Lol now I'm after that hot air balloon!,0,32,10,1
Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,0,54,19,5
Msgs r not time pass.They silently say that I am thinking of U right now and also making U think of me at least 4 a moment. Gd nt.swt drms @Shesil,0,116,33,2
"Yeah, we can probably swing by once my roommate finishes up with his girl",0,60,15,1
"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!",1,128,38,3
Happy new years melody!,0,20,5,1
ÌÏ dun need to pick ur gf?,0,20,8,1
Yay! You better not have told that to 5 other girls either.,0,48,14,2
Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk it's more toot than b4 so b prepared. Now wat shall i eat?,0,118,38,3
"Did he say how fantastic I am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think I would be the first person 2 die from N V Q? ",0,129,41,1
Just nw i came to hme da..,0,20,8,1
"I'm outside islands, head towards hard rock and you'll run into me",0,55,15,1
To day class is there are no class.,0,28,9,1
I'm in chennai velachery:),0,23,7,1
You flippin your shit yet?,0,22,6,1
"K give me a sec, breaking a  &lt;#&gt;  at cstore",0,38,17,1
Am i that much bad to avoid like this?,0,30,10,1
"Yo, you around? Just got my car back",0,29,10,2
Annoying isn't it.,0,16,5,1
"Goodmorning, Today i am late for  &lt;#&gt; min.",0,40,16,1
There's no point hangin on to mr not right if he's not makin u happy,0,54,17,1
All will come alive.better correct any good looking figure there itself..,0,63,12,1
In that case I guess I'll see you at campus lodge,0,39,12,1
We're done...,0,12,4,1
Come to my home for one last time i wont do anything. Trust me.,0,50,16,2
I was up all night too worrying about this appt. It's a shame we missed a girls night out with quizzes popcorn and you doing my hair.,0,107,30,2
Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 å£3/wk 087016248,1,126,34,5
Ok... C ya...,0,11,5,1
You have 1 new voicemail. Please call 08719181503,1,42,9,2
What he said is not the matter. My mind saying some other matter is there.,0,60,17,2
"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx",0,108,37,2
NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,0,137,53,2
Otherwise had part time job na-tuition..,0,35,7,1
I know she called me,0,16,5,1
"Me also da, i feel yesterday night  wait til 2day night dear.",0,49,14,1
Thanks for understanding. I've been trying to tell sura that.,0,52,13,2
WIN a year supply of CDs 4 a store of ur choice worth å£500 & enter our å£100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,1,122,28,1
The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.,0,106,27,2
"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr",1,120,36,4
I need you to be in my strong arms...,0,29,10,1
Also maaaan are you missing out,0,26,6,1
His bday real is in april .,0,21,7,1
Guessin you ain't gonna be here before 9?,0,34,11,1
Ok then i will come to ur home after half an hour,0,38,12,1
"Yo, the game almost over? Want to go to walmart soon",0,42,13,2
"Yeah, probably but not sure. Ilol let u know, but personally I wuldnt bother, then again if ur goin to then I mite as well!!",0,100,31,3
I'll text now! All creepy like so he won't think that we forgot,0,51,16,2
"that would be good ‰Û_ I'll phone you tomo lunchtime, shall I, to organise something?",0,71,19,1
You have 1 new voicemail. Please call 08719181513.,1,43,10,2
"Damn, can you make it tonight or do you want to just wait til tomorrow",0,56,16,1
K..k..i'm also fine:)when will you complete the course?,0,48,17,1
"True. It is passable. And if you get a high score and apply for phd, you get 5years of salary. So it makes life easier.",0,95,30,4
No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,1,113,36,7
Prakesh is there know.,0,19,5,1
Teach me apps da. When you come to college.,0,35,11,2
Rofl betta invest in some  anti aging products,0,38,8,1
"sir, you will receive the account no another 1hr time. Sorry for the delay.",0,62,17,2
Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p,1,137,23,1
So Ì_'ll be submitting da project tmr rite?,0,36,10,1
FREE entry into our å£250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.,1,103,25,2
Jus ans me lar. U'll noe later.,0,25,10,2
I want to send something that can sell fast.  &lt;#&gt; k is not easy money.,0,61,23,2
have got * few things to do. may be in * pub later.,0,39,15,2
1's finish meeting call me.,0,23,7,1
Lol ok. I'll snatch her purse too.,0,28,10,2
"\Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx\""""",0,109,27,1
How much are we getting?,0,20,6,1
Is ur paper in e morn or aft tmr?,0,25,10,1
"Dear relieved of westonzoyland, all going to plan this end too!",0,53,13,1
Hope you are having a great new semester. Do wish you the very best. You are made for greatness.,0,78,22,3
Oh yes I can speak txt 2 u no! Hmm. Did u get  email?,0,39,17,3
"I want to show you the world, princess :) how about europe?",0,48,15,1
Nobody can decide where to eat and dad wants Chinese,0,43,10,1
No shoot me. I'm in the docs waiting room. :/,0,36,14,3
Now? I'm going out 4 dinner soon..,0,28,10,2
Hello which the site to download songs its urgent pls,0,44,10,1
"I do know what u mean,  is the king of not havin credit! I'm goin2bed now. Night night sweet! Only1more sleep! ",0,89,27,4
Horrible gal. Me in sch doing some stuff. How come u got mc?,0,48,16,3
"HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x",0,126,33,2
Please CALL 08712402779 immediately as there is an urgent message waiting for you,1,69,13,1
Yeah like if it goes like it did with my friends imma flip my shit in like half an hour,0,68,20,1
Mum say we wan to go then go... Then she can shun bian watch da glass exhibition... ,0,67,19,1
What your plan for pongal?,0,22,6,1
Just wait till end of march when el nino gets himself. Oh.,0,47,14,2
"Not yet chikku..going to room nw, i'm in bus..",0,38,14,1
Am also doing in cbe only. But have to pay.,0,34,12,2
Honey boo I'm missing u.,0,20,7,1
"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",0,80,19,1
"Yo, I'm at my parents' gettin cash. Good news: we picked up a downstem",0,57,19,2
"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy!",0,145,43,6
"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)",1,101,25,3
Ok. No wahala. Just remember that a friend in need ...,0,44,12,2
I will see in half an hour,0,20,7,1
"Im in inperialmusic listening2the weirdest track ever byåÓleafcutter johnåÓ-sounds like insects being molested&someone plumbing,remixed by evil men on acid!",0,138,24,1
\Hey sorry I didntgive ya a a bellearlier hunny,0,39,9,1
SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.,0,41,10,2
Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Callså£1/minmoremobsEMSPOBox45PO139WA,1,121,29,2
"Tee hee. Off to lecture, cheery bye bye.",0,33,11,2
"Sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u..",0,63,21,1
If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number,0,91,26,1
Ok...,0,5,2,1
network operator. The service is free. For T & C's visit 80488.biz,1,55,15,3
Let me know how to contact you. I've you settled in a room. Lets know you are ok.,0,64,22,3
Wot u up 2 u weirdo?,0,15,7,1
Can do lor...,0,11,4,1
Dont put your phone on silent mode ok,0,30,8,1
Can i meet Ì_ at 5.. As 4 where depends on where Ì_ wan 2 in lor..,0,50,19,1
Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?,0,55,17,1
Oh ho. Is this the first time u use these type of words,0,43,14,2
Am I the only one who doesn't stalk profiles?,0,37,11,1
"Ever green quote ever told by Jerry in cartoon \A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt""",0,129,42,2
Yes i thought so. Thanks.,0,21,7,2
But if she.s drinkin i'm ok.,0,23,8,1
"Just wondering, the others just took off",0,34,8,1
"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",0,126,34,3
"What do you do, my dog ? Must I always wait till the end of your day to have word from you ? Did you run out of time on your cell already?",0,106,35,3
Happy new year to u too!,0,19,7,1
"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May",0,59,19,1
Eat jap done oso aft ur lect wat... ÌÏ got lect at 12 rite... ,0,48,16,1
"Hey babe! I saw you came online for a second and then you disappeared, what happened ?",0,70,19,2
Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes,0,140,38,4
Happy birthday... May all ur dreams come true...,0,41,10,1
Aiyah u did ok already lar. E nydc at wheellock?,0,39,12,2
TELL HER I SAID EAT SHIT.,0,20,7,1
Sure! I am driving but will reach my destination soon.,0,45,12,2
"K so am I, how much for an 8th? Fifty?",0,29,13,2
Your daily text from me ‰ÛÒ a favour this time,0,37,10,1
Great to hear you are settling well. So what's happenin wit ola?,0,53,15,2
Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one,0,111,24,2
I tot u reach liao. He said t-shirt.,0,29,10,2
"FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT",0,102,32,1
Your right! I'll make the appointment right now.,0,41,11,2
Designation is software developer and may be she get chennai:),0,53,12,1
Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186 ,1,140,27,4
"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",1,128,32,3
I jokin oni lar.. ÌÏ busy then i wun disturb Ì_.,0,38,13,1
"Ok, be careful ! Don't text and drive !",0,31,11,2
"I.ll always be there, even if its just in spirit. I.ll get a bb soon. Just trying to be sure i need it.",0,81,27,3
U r too much close to my heart. If u go away i will be shattered. Plz stay with me.,0,64,23,3
I love u 2 babe! R u sure everything is alrite. Is he being an idiot? Txt bak girlie,0,66,22,4
How abt making some of the pics bigger?,0,32,9,1
Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.,0,98,30,3
"Whenevr ur sad, Whenevr ur gray, Remembr im here 2 listn 2 watevr u wanna say, Jus walk wid me a little while,&amp; I promise I'll bring back ur smile.:-)",0,125,43,2
Why nothing. Ok anyway give me treat,0,30,8,2
"Win the newest ‰ÛÏHarry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",1,115,30,1
Correct. So how was work today,0,25,7,2
"Just sent again. Do you scream and moan in bed, princess?",0,47,14,2
"I wake up long ago already... Dunno, what other thing?",0,45,13,1
Oh just getting even with u.... u?,0,28,9,1
I thk 50 shd be ok he said plus minus 10.. Did Ì_ leave a line in between paragraphs?,0,67,21,1
Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz,0,111,35,3
Yeah jay's sort of a fucking retard,0,29,8,1
"Sorry, was in the bathroom, sup",0,26,8,1
Ur balance is now å£500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!,1,101,32,4
My exam is for february 4. Wish you a great day.,0,38,13,2
I dont know what to do to come out of this so only am ask questions like this dont mistake me.,0,74,22,1
"Aight no rush, I'll ask jay",0,22,8,1
Good Morning plz call me sir,0,23,6,1
It's ok lar. U sleep early too... Nite...,0,34,12,2
"Oh... Icic... K lor, den meet other day...",0,35,12,1
"Oh ! A half hour is much longer in Syria than Canada, eh ? Wow you must get SO much more work done in a day than us with all that extra time ! *grins*",0,116,38,4
"Sometimes we put walls around our hearts,not just to be safe from getting hurt.. But to find out who cares enough to break the walls &amp; get closer.. GOODNOON:)",0,134,37,2
"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that",0,65,20,1
Then she buying today? ÌÏ no need to c meh...,0,36,12,2
Aight sorry I take ten years to shower. What's the plan?,0,46,14,2
Every monday..nxt week vl be completing..,0,36,9,1
Might ax well im there.,0,19,6,1
Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay,0,91,24,3
Yeah I'll try to scrounge something up,0,32,8,1
Crazy ar he's married. ÌÏ like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.,0,128,41,4
Were somewhere on Fredericksburg,0,29,4,1
Que pases un buen tiempo or something like that,0,39,9,1
Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired,0,65,20,2
She doesnt need any test.,0,21,6,1
"Nothing much, chillin at home. Any super bowl plan?",0,43,12,2
"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 å£3/wk",1,130,32,1
Bugis oso near wat... ,0,18,5,1
Yo theres no class tmrw right?,0,25,7,1
Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM,0,97,27,1
"Goodnight, sleep well da please take care pa. Please.",0,45,12,2
Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...,0,65,21,4
U ned to convince him tht its not possible witot hurting his feeling its the main,0,66,16,1
"Good afternoon loverboy ! How goes you day ? Any luck come your way? I think of you, sweetie and send my love across the sea to make you smile and happy",0,121,34,4
If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. And tell dad not to buy bb from anyone oh.,0,106,30,2
"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read...",0,262,90,6
Yo dude guess who just got arrested the other day,0,40,10,1
Shuhui say change 2 suntec steamboat? U noe where? Where r u now?,0,53,16,3
What does the dance river do?,0,24,7,1
"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger.",0,166,48,4
Hey i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching tp mrt,0,91,28,3
"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",1,83,22,1
Bbq this sat at mine from 6ish. Ur welcome 2 come,0,39,12,2
"I don't know, same thing that's wrong everyso often, he panicks starts goin on bout not bein good enough ‰Û_",0,89,24,1
Alright. I'm out--have a good night!,0,31,11,2
Did you try making another butt.,0,27,7,1
Hope you are feeling great. Pls fill me in. Abiola,0,41,12,3
